iter	Logloss
268	0.4073256016
269	0.4070476151
270	0.4068387222
271	0.4066115761
272	0.4063639641
273	0.4061505985
274	0.4057025909
275	0.4055010891
276	0.4053528595
277	0.4052565575
278	0.4049447155
279	0.4046800995
280	0.4043682003
281	0.4039205456
282	0.4036076736
283	0.4032919598
284	0.402877903
285	0.4027892494
286	0.4025726414
287	0.4023607254
288	0.4020253563
289	0.4015755081
290	0.4014791107
291	0.401234417
292	0.4006227589
293	0.4004959774
294	0.3997918701
295	0.3996062469
296	0.3990947247
297	0.3988101864
298	0.3985327721
299	0.3981624985
300	0.3978712463
301	0.3976407146
302	0.3971464157
303	0.3969301987
304	0.3967406082
305	0.3963183212
306	0.395894804
307	0.395436964
308	0.3951626587
309	0.3947657967
310	0.3943959332
311	0.3941880941
312	0.3937453842
313	0.3932845306
314	0.3930588627
315	0.3922521782
316	0.3919465923
317	0.3916457272
318	0.3913607502
319	0.3911180878
320	0.3909241199
321	0.3905751419
322	0.3902019405
323	0.3899577284
324	0.3896026039
325	0.3892901278
326	0.3886629772
327	0.388421011
328	0.3880628777
329	0.387691021
330	0.3875245667
331	0.3870326519
332	0.3868736172
333	0.3866490173
334	0.3861082554
335	0.385993948
336	0.3854565144
337	0.3853542566
338	0.385160923
339	0.3849097252
340	0.3846737194
341	0.3842818213
342	0.3833787155
343	0.3830239153
344	0.3825317955
345	0.3822453117
346	0.3818581676
347	0.3811302233
348	0.3802403736
349	0.3799132729
350	0.3796846008
351	0.3792136478
352	0.3788395548
353	0.3781851578
354	0.3777621841
355	0.3774826431
356	0.3772272396
357	0.3767741299
358	0.376412816
359	0.3762044859
360	0.3754661751
361	0.3749653816
362	0.3748163509
363	0.3746021175
364	0.3743731022
365	0.3740574598
366	0.3736060381
367	0.3733302402
368	0.372975502
369	0.3726077652
370	0.3723732901
371	0.3719331741
372	0.3716177654
373	0.3713352489
374	0.3711853075
375	0.3708579493
376	0.3706151104
377	0.3699750042
378	0.3697461224
379	0.3694737101
380	0.3691558838
381	0.3689388275
382	0.3687965107
383	0.3682197666
384	0.3680198193
385	0.3677072668
386	0.3674504042
387	0.3672132635
388	0.3663056946
389	0.3658053732
390	0.3654000235
391	0.3651000595
392	0.3646564007
393	0.3644727516
394	0.3642701054
395	0.363994956
396	0.3637233639
397	0.3635417843
398	0.3633535576
399	0.3631524658
400	0.3629152107
401	0.3626902103
402	0.3621572256
403	0.3618772602
404	0.3616239357
405	0.3614044952
406	0.3611421299
407	0.360589776
408	0.3603999233
409	0.3601291275
410	0.3599525118
411	0.3592523861
412	0.3590780592
413	0.3589481258
414	0.3584836864
415	0.3583165121
416	0.3578471231
417	0.3574439335
418	0.3569996643
419	0.3566465425
420	0.356397562
421	0.3562326717
422	0.3559953403
423	0.3556007671
424	0.3553781414
425	0.3550557661
426	0.354818635
427	0.3546282578
428	0.3544503832
429	0.3539271307
430	0.3536931229
431	0.3534519863
432	0.3532934999
433	0.3531502104
434	0.3529243422
435	0.3527712154
436	0.3525893116
437	0.3520419216
438	0.3518625546
439	0.3514480352
440	0.351200552
441	0.350987339
442	0.350831008
443	0.3505819035
444	0.3503700066
445	0.3501989985
446	0.3500254869
447	0.349766345
448	0.3495790768
449	0.3493822336
450	0.3489891291
451	0.3487322521
452	0.3485301781
453	0.3484273815
454	0.3483136463
455	0.3477346325
456	0.3474720669
457	0.3470862484
458	0.3468619156
459	0.3467060232
460	0.3464680529
461	0.3463162327
462	0.346070528
463	0.3457452106
464	0.3454166508
465	0.3451951408
466	0.345047245
467	0.3448100471
468	0.344603796
469	0.3444170809
470	0.3442631817
471	0.3440985394
472	0.3439026117
473	0.3433872128
474	0.3432321215
475	0.3426759005
476	0.3422108507
477	0.34204669
478	0.341883688
479	0.3416740274
480	0.3413391113
481	0.3411589909
482	0.3410052443
483	0.340778265
484	0.3406855726
485	0.3405242729
486	0.3402126312
487	0.3400278854
488	0.3399168396
489	0.339513936
490	0.3390590572
491	0.3389060974
492	0.3387714481
493	0.338664217
494	0.338480835
495	0.3379763365
496	0.3378234291
497	0.3377248669
498	0.3375510502
499	0.3372542572
500	0.3371201801
501	0.3369345284
502	0.3367770576
503	0.3366204929
504	0.3363772726
505	0.3362364292
506	0.3359683371
507	0.3358371449
508	0.3356687212
509	0.3354943371
510	0.3353132439
511	0.3351830816
512	0.3350625801
513	0.3348976612
514	0.3347011089
515	0.3346186829
516	0.3344669533
517	0.3342311811
518	0.3340555
519	0.333668232
520	0.3335795879
521	0.3333281088
522	0.3327282715
523	0.3323551464
524	0.3322095442
525	0.3320174837
526	0.3317270041
527	0.3315831375
528	0.3314882088
529	0.3313789463
530	0.3312659931
531	0.3308184958
532	0.3306572247
533	0.3303245783
534	0.3300327587
535	0.3297733688
536	0.3296351576
537	0.32945364
538	0.3292297554
539	0.3289664078
540	0.3285023975
541	0.3283254957
542	0.3279477119
543	0.3277736759
544	0.3276729679
545	0.3275762606
546	0.3272838545
547	0.3270395327
548	0.3269157648
549	0.326699338
550	0.3265813112
551	0.3264302826
552	0.3262057018
553	0.3260188961
554	0.3258697081
555	0.3257674074
556	0.3256420422
557	0.3254691553
558	0.3253396559
559	0.3252501869
560	0.3250614977
561	0.324968915
562	0.324880209
563	0.3246217346
564	0.3245260477
565	0.3244433069
566	0.3241724873
567	0.3240338373
568	0.323941474
569	0.3236455631
570	0.3235451174
571	0.3234414721
572	0.323299613
573	0.3231269979
574	0.3229802847
575	0.3228548479
576	0.3227108812
577	0.3225469875
578	0.3224329185
579	0.3222450352
580	0.321979537
581	0.3218330097
582	0.3217115164
583	0.3216077757
584	0.321476922
585	0.3213184547
586	0.3211668968
587	0.3208712053
588	0.3207976055
589	0.3206932545
590	0.320586772
591	0.3204688168
592	0.3203233099
593	0.3201053762
594	0.3198728561
595	0.3194416285
596	0.3193047714
597	0.3191690254
598	0.3190975857
599	0.3189112759
600	0.3187862921
601	0.318546629
602	0.3184250879
603	0.3182275105
604	0.3180201101
605	0.3179109955
606	0.3177420473
607	0.3176023769
608	0.3173509502
609	0.31696455
610	0.3166999006
611	0.3164337969
612	0.3162837505
613	0.3161072445
614	0.3159698963
615	0.315877161
616	0.3157260799
617	0.3156478882
618	0.3154954815
619	0.3153217554
620	0.3152087545
621	0.3151498127
622	0.3149489737
623	0.3147635651
624	0.314589076
625	0.3144692945
626	0.3143087101
627	0.3141375399
628	0.3140186357
629	0.3138129902
630	0.3136480522
631	0.3134593678
632	0.3133113003
633	0.3131339455
634	0.3129684258
635	0.3127582598
636	0.3126410246
637	0.3124916887
638	0.3124200964
639	0.3122611761
640	0.312148757
641	0.3120533514
642	0.3119629288
643	0.3118131638
644	0.3117451
645	0.3116489935
646	0.3115517044
647	0.3115013313
648	0.3113255692
649	0.3111756039
650	0.3110304499
651	0.3109007978
652	0.3108257818
653	0.3107065868
654	0.3106086063
655	0.3103940916
656	0.3102562189
657	0.310091939
658	0.3099677992
659	0.3098504925
660	0.3097188663
661	0.3095968437
662	0.3094567013
663	0.3092938471
664	0.3092163324
665	0.309072113
666	0.3088674831
667	0.308795352
668	0.3086764669
669	0.308549571
670	0.308439374
671	0.308167882
672	0.3080112767
673	0.3079248261
674	0.3077998662
675	0.3076974821
676	0.3075592756
677	0.3074423766
678	0.3073239255
679	0.3072177505
680	0.3071070218
681	0.3069643116
682	0.3068812728
683	0.3066886401
684	0.3066060448
685	0.3064886665
686	0.3059993529
687	0.3058831882
688	0.3057802415
689	0.3055342126
690	0.3052170587
691	0.3049854994
692	0.3047633624
693	0.3046916008
694	0.304518652
695	0.3044195652
696	0.3041153932
697	0.3040175939
698	0.3039079618
699	0.3036322951
700	0.3035205865
701	0.3034881973
702	0.303113575
703	0.3027470064
704	0.3025356579
705	0.3023391247
706	0.3022462249
707	0.3021076322
708	0.3019889045
709	0.3018913674
710	0.3017888212
711	0.3017100382
712	0.3016087008
713	0.3015404034
714	0.3012316656
715	0.3011958122
716	0.3011565161
717	0.301069026
718	0.3009405184
719	0.300871644
720	0.3006578636
721	0.3005490541
722	0.3004722929
723	0.3001998782
724	0.3001425672
725	0.3000658655
726	0.2999546742
727	0.299654007
728	0.2995854139
729	0.2994953537
730	0.299324851
731	0.2991348171
732	0.2990196109
733	0.2989479923
734	0.2988317585
735	0.2986973
736	0.2985054874
737	0.2984123564
738	0.298140378
739	0.298043437
740	0.2979631329
741	0.2978529811
742	0.2976523256
743	0.2976032901
744	0.2975319815
745	0.2973501635
746	0.2972598219
747	0.2971572089
748	0.2970649338
749	0.2970063543
750	0.2969362879
751	0.2968767214
752	0.2966852903
753	0.2966223907
754	0.2965102863
755	0.2963773656
756	0.2962921572
757	0.2962008452
758	0.2961447597
759	0.2959872723
760	0.2958838224
761	0.2957928395
762	0.2956838799
763	0.2955711126
764	0.2954774618
765	0.2954168153
766	0.2953206897
767	0.2952208042
768	0.295123415
769	0.2948790407
770	0.2947059393
771	0.2945983672
772	0.2945255399
773	0.2944927216
774	0.294416399
775	0.2943213224
776	0.294261961
777	0.2941366601
778	0.2940351343
779	0.2939679956
780	0.2938882208
781	0.2937012863
782	0.2936198783
783	0.2935567093
784	0.2934368181
785	0.2933228016
786	0.2932255626
787	0.293108623
788	0.2929343057
789	0.2927888322
790	0.2927083206
791	0.2924863815
792	0.2923817325
793	0.2922398376
794	0.2921440887
795	0.2920323348
796	0.2919504714
797	0.2918609357
798	0.291741519
799	0.2916394186
800	0.2915588045
801	0.2914067602
802	0.291325593
803	0.2911877775
804	0.2911015606
805	0.2909100175
806	0.2908439136
807	0.2907744884
808	0.2907080412
809	0.2906524897
810	0.2905919456
811	0.2905432272
812	0.2903728175
813	0.2903039026
814	0.2901430893
815	0.289909339
816	0.2898781347
817	0.2896678209
818	0.2895590591
819	0.2894591498
820	0.2893388462
821	0.2892650485
822	0.2891701937
823	0.2890738916
824	0.2889605665
825	0.2888814235
826	0.288795383
827	0.2886955595
828	0.2885588169
829	0.2884594083
830	0.2883876467
831	0.2882513666
832	0.2881572866
833	0.288110857
834	0.2880427575
835	0.2878465605
836	0.2876962185
837	0.2875632215
838	0.2875310278
839	0.2874536061
840	0.2873937845
841	0.2873373652
842	0.2872615552
843	0.2871861315
844	0.2871106791
845	0.2870064878
846	0.2869239807
847	0.2868548393
848	0.2867560482
849	0.2866410756
850	0.2865381908
851	0.2864337921
852	0.2862587619
853	0.2861804199
854	0.2859758806
855	0.2858763909
856	0.2857996392
857	0.2857192087
858	0.2856244421
859	0.2855552673
860	0.2855269432
861	0.2854241657
862	0.2853292942
863	0.2852643442
864	0.285187428
865	0.2851185584
866	0.2850280476
867	0.2849246264
868	0.2848887992
869	0.2847703886
870	0.2846483374
871	0.2845576477
872	0.2844195175
873	0.2843981075
874	0.2841939569
875	0.2840828896
876	0.2839166069
877	0.2838415504
878	0.283765285
879	0.2837245512
880	0.2836308908
881	0.2835539436
882	0.2834540772
883	0.2833949637
884	0.2832624578
885	0.2831693268
886	0.2830581927
887	0.2829797959
888	0.2828957653
889	0.2827538395
890	0.2826811171
891	0.2826357698
892	0.2825485468
893	0.2824992347
894	0.2823967743
895	0.2822969866
896	0.2821887183
897	0.282071209
898	0.2820225453
899	0.2819471431
900	0.2818394423
901	0.2817021966
902	0.2816669965
903	0.2816035318
904	0.28148247
905	0.2814171481
906	0.2812789655
907	0.2812175655
908	0.2811731768
909	0.2810714245
910	0.2810092378
911	0.2808780861
912	0.2807976532
913	0.2807020664
914	0.2806283712
915	0.2805453825
916	0.2804617381
917	0.2804147315
918	0.2803052378
919	0.2802789426
920	0.2801744318
921	0.280084331
922	0.279994266
923	0.2798785448
924	0.2798290801
925	0.2797671938
926	0.2796670866
927	0.2796000504
928	0.2795507765
929	0.2794476771
930	0.2793801355
931	0.279318378
932	0.279302783
933	0.2792095757
934	0.2791405177
935	0.2790814781
936	0.2789692092
937	0.2788581085
938	0.2787881184
939	0.2787372255
940	0.2786905956
941	0.2786392117
942	0.2785560036
943	0.2785318708
944	0.2784652257
945	0.2783761621
946	0.2783224106
947	0.2782614946
948	0.278164134
949	0.2780841684
950	0.278015306
951	0.2779268289
952	0.2778551626
953	0.2777478647
954	0.2776306939
955	0.2775374031
956	0.2773670602
957	0.2773010254
958	0.2772299242
959	0.2771573162
960	0.2771091366
961	0.2770290899
962	0.27698421
963	0.276941762
964	0.2769122434
965	0.2768710613
966	0.2767708778
967	0.2766997194
968	0.2765866852
969	0.2765191221
970	0.2764747047
971	0.2764374709
972	0.2763625336
973	0.2762586355
974	0.2761759615
975	0.2760698295
976	0.2760117364
977	0.2759343767
978	0.2758325815
979	0.2757725024
980	0.2757153082
981	0.2755965257
982	0.2755327773
983	0.2755205202
984	0.2754136133
985	0.2753468847
986	0.2752911043
987	0.2752169633
988	0.2751062536
989	0.2750621724
990	0.2750367761
991	0.2749998617
992	0.2748940086
993	0.2748538065
994	0.2747954273
995	0.2747420645
996	0.2746724463
997	0.2745713949
998	0.2744830513
999	0.2744075584
